date,min_distance,closest_date,comparison,generator,synth_type
2006-06-15,104.2298361683335,2014-06-19,Train vs Synth,Features,Independent
2006-06-16,121.282119790599,2003-06-18,Train vs Synth,Features,Independent
2006-06-17,190.8516704713555,2004-06-18,Train vs Synth,Features,Independent
2006-06-18,167.34717961761845,2014-06-01,Train vs Synth,Features,Independent
2006-06-19,131.4817426753045,2008-06-15,Train vs Synth,Features,Independent
2006-06-20,93.98973260825835,2008-06-08,Train vs Synth,Features,Independent
2006-06-21,111.446374098516,2011-06-03,Train vs Synth,Features,Independent
2007-06-01,196.41941408890622,2019-06-16,Train vs Synth,Features,Independent
2007-06-02,126.05195531331634,2017-06-21,Train vs Synth,Features,Independent
2007-06-03,141.6699728548378,2018-06-20,Train vs Synth,Features,Independent
2007-06-04,159.04365258876783,2018-06-20,Train vs Synth,Features,Independent
2007-06-05,146.4291169132013,2013-06-08,Train vs Synth,Features,Independent
2007-06-06,120.62132057825119,2014-06-21,Train vs Synth,Features,Independent
2007-06-07,265.9938744922348,2013-06-13,Train vs Synth,Features,Independent
2007-06-08,203.2579061346954,2018-06-20,Train vs Synth,Features,Independent
2007-06-09,99.19858962263369,2019-06-17,Train vs Synth,Features,Independent
2007-06-10,140.87962456588966,2005-06-16,Train vs Synth,Features,Independent
2007-06-11,106.27426496774869,2015-06-07,Train vs Synth,Features,Independent
2007-06-12,102.31475118605739,2020-06-15,Train vs Synth,Features,Independent
2007-06-13,131.68693100279884,2001-06-20,Train vs Synth,Features,Independent
2007-06-14,148.11460437622458,2009-06-16,Train vs Synth,Features,Independent
2007-06-15,112.82391771142976,2009-06-16,Train vs Synth,Features,Independent
2007-06-16,103.34492347765259,2000-06-18,Train vs Synth,Features,Independent
2007-06-17,108.91001617182951,2020-06-01,Train vs Synth,Features,Independent
2007-06-18,110.28319379209368,2020-06-15,Train vs Synth,Features,Independent
2007-06-19,86.55372865698675,2020-06-04,Train vs Synth,Features,Independent
2007-06-20,135.713329913328,2019-06-09,Train vs Synth,Features,Independent
2007-06-21,105.30234490362871,2002-06-11,Train vs Synth,Features,Independent
2008-06-01,160.71846334543753,2005-06-05,Train vs Synth,Features,Independent
2008-06-02,105.78763774462789,2019-06-05,Train vs Synth,Features,Independent
2008-06-03,173.75880994369658,2008-06-08,Train vs Synth,Features,Independent
2008-06-04,178.40754533066925,2002-06-14,Train vs Synth,Features,Independent
2008-06-05,197.57977722186547,2015-06-19,Train vs Synth,Features,Independent
2008-06-06,212.4195253025826,2013-06-20,Train vs Synth,Features,Independent
2008-06-07,134.92415082414743,2008-06-08,Train vs Synth,Features,Independent
2008-06-08,172.19490419789716,2008-06-08,Train vs Synth,Features,Independent
2008-06-09,202.6374297488341,2018-06-10,Train vs Synth,Features,Independent
2008-06-10,115.1536178191148,2014-06-18,Train vs Synth,Features,Independent
2008-06-11,161.5835807695045,2013-06-16,Train vs Synth,Features,Independent
2008-06-12,151.23491060776783,2013-06-16,Train vs Synth,Features,Independent
2008-06-13,133.81917469394827,1998-06-07,Train vs Synth,Features,Independent
2008-06-14,102.78001787788517,2011-06-02,Train vs Synth,Features,Independent
2008-06-15,117.27840824354323,2009-06-15,Train vs Synth,Features,Independent
2008-06-16,188.87301993939352,2020-06-04,Train vs Synth,Features,Independent
2008-06-17,136.27232383490613,2000-06-16,Train vs Synth,Features,Independent
2008-06-18,153.60036976402768,2015-06-21,Train vs Synth,Features,Independent
2008-06-19,138.33847391642732,2015-06-12,Train vs Synth,Features,Independent
2008-06-20,126.5221948197041,2007-06-19,Train vs Synth,Features,Independent
2008-06-21,125.04085743782841,2007-06-18,Train vs Synth,Features,Independent
2009-06-01,98.46225650458422,2019-06-08,Train vs Synth,Features,Independent
2009-06-02,135.57252034841613,2014-06-18,Train vs Synth,Features,Independent
2009-06-03,162.10714270156348,2006-06-20,Train vs Synth,Features,Independent
2009-06-04,102.50784015706418,2007-06-18,Train vs Synth,Features,Independent
2009-06-05,102.51037374310131,1998-06-13,Train vs Synth,Features,Independent
2009-06-06,145.77438035083867,2008-06-08,Train vs Synth,Features,Independent
2009-06-07,141.72908177838926,2015-06-20,Train vs Synth,Features,Independent
2009-06-08,149.04806000236036,2003-06-07,Train vs Synth,Features,Independent
2009-06-09,142.30955305591417,2009-06-10,Train vs Synth,Features,Independent
2009-06-10,150.84723271581728,2007-06-17,Train vs Synth,Features,Independent
2009-06-11,100.59802546866268,2017-06-21,Train vs Synth,Features,Independent
2009-06-12,122.69883194370163,2017-06-17,Train vs Synth,Features,Independent
2009-06-13,123.1039819067457,2007-06-11,Train vs Synth,Features,Independent
2009-06-14,147.84877233163013,2015-06-11,Train vs Synth,Features,Independent
2009-06-15,124.88291921244958,2014-06-02,Train vs Synth,Features,Independent
2009-06-16,130.40143399886912,2003-06-14,Train vs Synth,Features,Independent
2009-06-17,110.03562522338397,2009-06-19,Train vs Synth,Features,Independent
2009-06-18,131.0345371573179,2008-06-08,Train vs Synth,Features,Independent
2009-06-19,184.23210448338423,2015-06-20,Train vs Synth,Features,Independent
2009-06-20,149.11328171719381,2012-06-10,Train vs Synth,Features,Independent
2009-06-21,117.70946575019919,2011-06-03,Train vs Synth,Features,Independent
2010-06-01,110.13955001241104,2011-06-03,Train vs Synth,Features,Independent
2010-06-02,146.9839301701639,2017-06-10,Train vs Synth,Features,Independent
2010-06-03,138.64968730473439,2011-06-13,Train vs Synth,Features,Independent
2010-06-04,95.98406635969307,2020-06-15,Train vs Synth,Features,Independent
2010-06-05,101.01624456821419,2014-06-19,Train vs Synth,Features,Independent
2010-06-06,136.8882893825558,1998-06-07,Train vs Synth,Features,Independent
2010-06-07,140.40785720582446,2001-06-20,Train vs Synth,Features,Independent
2010-06-08,101.11474118513297,2014-06-19,Train vs Synth,Features,Independent
2010-06-09,162.0672953734686,2019-06-02,Train vs Synth,Features,Independent
2010-06-10,81.37833725257975,2012-06-05,Train vs Synth,Features,Independent
2010-06-11,105.240445417655,2019-06-08,Train vs Synth,Features,Independent
2010-06-12,89.23849081319953,2019-06-08,Train vs Synth,Features,Independent
2010-06-13,146.97206049252452,2016-06-02,Train vs Synth,Features,Independent
2010-06-14,168.76266325548895,2019-06-18,Train vs Synth,Features,Independent
2010-06-15,153.60814774050496,1999-06-17,Train vs Synth,Features,Independent
2010-06-16,114.0366121531769,2015-06-07,Train vs Synth,Features,Independent
2010-06-17,105.31882235844282,2014-06-19,Train vs Synth,Features,Independent
2010-06-18,108.59509994557756,2009-06-19,Train vs Synth,Features,Independent
2010-06-19,96.55369593434929,2014-06-19,Train vs Synth,Features,Independent
2010-06-20,99.21015330829565,2014-06-19,Train vs Synth,Features,Independent
2010-06-21,81.11007301119196,2014-06-19,Train vs Synth,Features,Independent
2011-06-01,110.78538946456555,1998-06-12,Train vs Synth,Features,Independent
2011-06-02,108.11646345579283,2013-06-16,Train vs Synth,Features,Independent
2011-06-03,117.68091943919704,2008-06-08,Train vs Synth,Features,Independent
2011-06-04,126.31583208340882,2011-06-03,Train vs Synth,Features,Independent
2011-06-05,113.3056001605927,2011-06-03,Train vs Synth,Features,Independent
2011-06-06,122.74221974759323,2015-06-20,Train vs Synth,Features,Independent
2011-06-07,96.52872668817368,2008-06-08,Train vs Synth,Features,Independent
2011-06-08,116.52582765540822,2013-06-16,Train vs Synth,Features,Independent
2011-06-09,140.5095664981162,2009-06-19,Train vs Synth,Features,Independent
2011-06-10,203.364900886898,1998-06-20,Train vs Synth,Features,Independent
2011-06-11,140.08120966629565,2008-06-21,Train vs Synth,Features,Independent
2011-06-12,207.1716097746333,2013-06-07,Train vs Synth,Features,Independent
2011-06-13,128.5925489247913,2009-06-19,Train vs Synth,Features,Independent
2011-06-14,239.0149242057365,1998-06-19,Train vs Synth,Features,Independent
2011-06-15,147.71867080984407,2018-06-08,Train vs Synth,Features,Independent
2011-06-18,156.99683376368034,2020-06-02,Train vs Synth,Features,Independent
2011-06-19,173.27573404443766,2001-06-13,Train vs Synth,Features,Independent
2011-06-20,208.759054429557,2015-06-19,Train vs Synth,Features,Independent
2011-06-21,202.95161161525954,2015-06-16,Train vs Synth,Features,Independent
2012-06-01,121.7038628623805,2000-06-16,Train vs Synth,Features,Independent
2012-06-02,113.99191079382402,2005-06-06,Train vs Synth,Features,Independent
2012-06-03,145.494103522837,2019-06-17,Train vs Synth,Features,Independent
2012-06-04,137.7506311212776,2006-06-14,Train vs Synth,Features,Independent
2012-06-05,121.30612590117711,2000-06-18,Train vs Synth,Features,Independent
2012-06-06,131.11055280195214,2000-06-16,Train vs Synth,Features,Independent
2012-06-07,107.07275956855067,2011-06-13,Train vs Synth,Features,Independent
2012-06-08,114.5541822246011,2019-06-17,Train vs Synth,Features,Independent
2012-06-09,97.41965331761475,2014-06-19,Train vs Synth,Features,Independent
2012-06-10,121.23293132145221,2013-06-16,Train vs Synth,Features,Independent
2012-06-11,134.66745281462335,2007-06-03,Train vs Synth,Features,Independent
2012-06-12,146.5001791517233,2010-06-04,Train vs Synth,Features,Independent
2012-06-13,103.50797904184313,2020-06-01,Train vs Synth,Features,Independent
2012-06-14,106.79780175033413,2002-06-14,Train vs Synth,Features,Independent
2012-06-15,210.19035508793039,2020-06-02,Train vs Synth,Features,Independent
2012-06-16,149.56986972149784,2010-06-03,Train vs Synth,Features,Independent
2012-06-17,115.58408789498706,2011-06-03,Train vs Synth,Features,Independent
2012-06-18,111.7271729632724,2008-06-08,Train vs Synth,Features,Independent
2012-06-19,116.33125262713011,2013-06-16,Train vs Synth,Features,Independent
2012-06-20,130.49163723500425,2019-06-08,Train vs Synth,Features,Independent
2012-06-21,126.0442499425105,2009-06-01,Train vs Synth,Features,Independent
2013-06-01,127.98620101595722,2018-06-20,Train vs Synth,Features,Independent
2013-06-02,112.07528326505587,1998-06-08,Train vs Synth,Features,Independent
2013-06-03,99.1456722067776,2020-06-01,Train vs Synth,Features,Independent
2013-06-04,166.4780618445476,2017-06-10,Train vs Synth,Features,Independent
2013-06-05,192.50891389477803,2007-06-09,Train vs Synth,Features,Independent
2013-06-06,119.34846853285059,2012-06-14,Train vs Synth,Features,Independent
2013-06-07,122.74158756475784,2007-06-18,Train vs Synth,Features,Independent
2013-06-08,91.29983054748486,2014-06-19,Train vs Synth,Features,Independent
2013-06-09,143.61449933111717,2000-06-20,Train vs Synth,Features,Independent
2013-06-10,138.5208319540858,2015-06-01,Train vs Synth,Features,Independent
2013-06-11,117.16103431395265,2008-06-08,Train vs Synth,Features,Independent
2013-06-12,190.08336522380975,2015-06-20,Train vs Synth,Features,Independent
2013-06-13,132.10355788381628,2012-06-08,Train vs Synth,Features,Independent
2013-06-14,113.14352656354085,2003-06-13,Train vs Synth,Features,Independent
2013-06-15,143.0030002974312,2013-06-20,Train vs Synth,Features,Independent
2013-06-16,137.53689270691464,1999-06-13,Train vs Synth,Features,Independent
2013-06-17,147.5435996509781,2000-06-02,Train vs Synth,Features,Independent
2013-06-18,108.74355683380048,2018-06-18,Train vs Synth,Features,Independent
2013-06-19,100.8269883423768,2016-06-15,Train vs Synth,Features,Independent
2013-06-20,99.03631382729336,2014-06-19,Train vs Synth,Features,Independent
2013-06-21,98.47524550540925,2013-06-16,Train vs Synth,Features,Independent
2014-06-01,106.25713990850547,2014-06-19,Train vs Synth,Features,Independent
2014-06-02,156.42287844376577,2004-06-03,Train vs Synth,Features,Independent
2014-06-03,118.79262874452557,2014-06-19,Train vs Synth,Features,Independent
2014-06-04,128.03874711910336,1998-06-20,Train vs Synth,Features,Independent
2014-06-05,133.4131596643733,1998-06-06,Train vs Synth,Features,Independent
2014-06-06,159.13218946257183,2003-06-12,Train vs Synth,Features,Independent
2014-06-07,202.5325343668809,2000-06-20,Train vs Synth,Features,Independent
2014-06-08,106.50636952180916,2008-06-21,Train vs Synth,Features,Independent
2014-06-09,191.5697447677141,2011-06-01,Train vs Synth,Features,Independent
2014-06-10,136.96175889526515,2018-06-20,Train vs Synth,Features,Independent
2014-06-11,94.72029790555884,1998-06-13,Train vs Synth,Features,Independent
2014-06-12,171.93612834737175,2020-06-13,Train vs Synth,Features,Independent
2014-06-13,111.29747002397943,2000-06-16,Train vs Synth,Features,Independent
2014-06-14,126.83904957352864,2009-06-19,Train vs Synth,Features,Independent
2014-06-15,185.29963939388864,2005-06-10,Train vs Synth,Features,Independent
2014-06-16,122.42591158035417,2002-06-14,Train vs Synth,Features,Independent
2014-06-17,154.79046444687216,2019-06-08,Train vs Synth,Features,Independent
2014-06-18,95.83624580497995,2013-06-16,Train vs Synth,Features,Independent
2014-06-19,118.23732656261787,2015-06-20,Train vs Synth,Features,Independent
2014-06-20,131.56700073810168,2010-06-03,Train vs Synth,Features,Independent
2014-06-21,118.18174896011996,2011-06-03,Train vs Synth,Features,Independent
2015-06-01,93.29148743628852,2016-06-18,Train vs Synth,Features,Independent
2015-06-02,90.23578587717462,2020-06-01,Train vs Synth,Features,Independent
2015-06-03,86.06566997124138,2014-06-19,Train vs Synth,Features,Independent
2015-06-04,99.43138935237741,2014-06-19,Train vs Synth,Features,Independent
2015-06-05,115.10647489613899,2014-06-18,Train vs Synth,Features,Independent
2015-06-06,109.03668403530237,2015-06-15,Train vs Synth,Features,Independent
2015-06-07,138.48403343741026,2019-06-01,Train vs Synth,Features,Independent
2015-06-08,165.07517887611425,2014-06-01,Train vs Synth,Features,Independent
2015-06-09,103.83403384239426,2011-06-01,Train vs Synth,Features,Independent
2015-06-10,117.13119917436654,2015-06-15,Train vs Synth,Features,Independent
2015-06-11,99.56463946551582,2011-06-03,Train vs Synth,Features,Independent
2015-06-12,165.57252222622677,2001-06-03,Train vs Synth,Features,Independent
2015-06-13,128.73880796589657,1998-06-13,Train vs Synth,Features,Independent
2015-06-14,102.77059343117735,2011-06-03,Train vs Synth,Features,Independent
2015-06-15,118.80904523051856,2003-06-09,Train vs Synth,Features,Independent
2015-06-16,119.21659187145198,2007-06-16,Train vs Synth,Features,Independent
2015-06-17,96.05140437032567,2005-06-18,Train vs Synth,Features,Independent
2015-06-18,122.0512798137991,2006-06-20,Train vs Synth,Features,Independent
2015-06-19,130.59625840215088,2013-06-08,Train vs Synth,Features,Independent
2015-06-20,97.86109766534578,2011-06-03,Train vs Synth,Features,Independent
2015-06-21,114.46024528908328,2016-06-12,Train vs Synth,Features,Independent
2016-06-01,134.7106835122771,2000-06-18,Train vs Synth,Features,Independent
2016-06-02,132.81480864996615,2000-06-18,Train vs Synth,Features,Independent
2016-06-03,116.19843955812003,2018-06-18,Train vs Synth,Features,Independent
2016-06-04,143.91053910365414,2009-06-09,Train vs Synth,Features,Independent
2016-06-05,146.76044167560934,2010-06-10,Train vs Synth,Features,Independent
2016-06-06,114.88053888611543,2008-06-05,Train vs Synth,Features,Independent
2016-06-07,117.1220189608988,2020-06-12,Train vs Synth,Features,Independent
2016-06-08,103.28319801003977,2014-06-19,Train vs Synth,Features,Independent
2016-06-09,102.51237843337653,2020-06-15,Train vs Synth,Features,Independent
2016-06-10,90.91491343446074,2020-06-15,Train vs Synth,Features,Independent
2016-06-11,104.23629724149325,2020-06-15,Train vs Synth,Features,Independent
2016-06-12,109.31199308040378,2014-06-18,Train vs Synth,Features,Independent
2016-06-13,102.27225453697633,2015-06-21,Train vs Synth,Features,Independent
2016-06-14,149.99696835397495,2019-06-17,Train vs Synth,Features,Independent
2016-06-15,127.0490621931802,2014-06-18,Train vs Synth,Features,Independent
2016-06-16,140.89869164580688,2016-06-02,Train vs Synth,Features,Independent
2016-06-17,105.18590798540072,1999-06-05,Train vs Synth,Features,Independent
2016-06-18,157.0490839206929,2005-06-19,Train vs Synth,Features,Independent
2016-06-19,121.17270480057778,1998-06-12,Train vs Synth,Features,Independent
2016-06-20,108.75493063533399,2016-06-02,Train vs Synth,Features,Independent
2016-06-21,138.89793372267368,2013-06-20,Train vs Synth,Features,Independent
2017-06-01,140.87854442861126,2016-06-02,Train vs Synth,Features,Independent
2017-06-02,97.89178171559078,2014-06-18,Train vs Synth,Features,Independent
2017-06-03,167.96528767703535,2014-06-07,Train vs Synth,Features,Independent
2017-06-04,119.94899553000575,2000-06-18,Train vs Synth,Features,Independent
2017-06-05,113.56456789581037,2007-06-19,Train vs Synth,Features,Independent
2017-06-06,138.36184920346173,2007-06-19,Train vs Synth,Features,Independent
2017-06-07,118.7351141149721,2000-06-18,Train vs Synth,Features,Independent
2017-06-08,89.05339268747267,2008-06-05,Train vs Synth,Features,Independent
2017-06-09,100.51614833640119,1998-06-13,Train vs Synth,Features,Independent
2017-06-10,97.64561303959351,2008-06-08,Train vs Synth,Features,Independent
2017-06-11,116.78447219976002,2013-06-16,Train vs Synth,Features,Independent
2017-06-12,106.28667280601512,2013-06-16,Train vs Synth,Features,Independent
2017-06-13,88.83215218889251,2013-06-16,Train vs Synth,Features,Independent
2017-06-14,147.9866040492538,2008-06-08,Train vs Synth,Features,Independent
2017-06-15,115.3552959432568,2020-06-07,Train vs Synth,Features,Independent
2017-06-16,168.10103907151478,2011-06-03,Train vs Synth,Features,Independent
2017-06-17,103.43766628214264,2014-06-18,Train vs Synth,Features,Independent
2017-06-18,131.38979620308464,2000-06-07,Train vs Synth,Features,Independent
2017-06-19,101.05592874872126,2008-06-05,Train vs Synth,Features,Independent
2017-06-20,122.08475523300119,2002-06-11,Train vs Synth,Features,Independent
2017-06-21,107.74833845331403,2020-06-15,Train vs Synth,Features,Independent
2018-06-01,94.27531825546012,2020-06-01,Train vs Synth,Features,Independent
2018-06-02,126.2235123587335,2007-06-03,Train vs Synth,Features,Independent
2018-06-03,126.33712582543816,2007-06-19,Train vs Synth,Features,Independent
2018-06-04,121.1311828158344,1998-06-13,Train vs Synth,Features,Independent
2018-06-05,103.0024614641638,2014-06-18,Train vs Synth,Features,Independent
2018-06-06,97.31924640156892,2015-06-14,Train vs Synth,Features,Independent
2018-06-07,163.632589751854,2008-06-15,Train vs Synth,Features,Independent
2018-06-08,105.5070699524425,1999-06-05,Train vs Synth,Features,Independent
2018-06-09,93.79374963497393,2014-06-19,Train vs Synth,Features,Independent
2018-06-10,97.05215417047238,2019-06-08,Train vs Synth,Features,Independent
2018-06-11,95.47242126836254,2019-06-08,Train vs Synth,Features,Independent
2018-06-12,161.28106358520702,1998-06-05,Train vs Synth,Features,Independent
2018-06-13,129.61799270462552,2000-06-05,Train vs Synth,Features,Independent
2018-06-14,98.13868114415916,2020-06-07,Train vs Synth,Features,Independent
2018-06-15,90.86705919621653,2019-06-08,Train vs Synth,Features,Independent
2018-06-16,82.34797381510825,2019-06-08,Train vs Synth,Features,Independent
2018-06-17,91.6964058473709,2019-06-08,Train vs Synth,Features,Independent
2018-06-18,100.15213669422839,2019-06-08,Train vs Synth,Features,Independent
2018-06-19,100.06236390903133,1998-06-20,Train vs Synth,Features,Independent
2018-06-20,125.16715935715497,2013-06-10,Train vs Synth,Features,Independent
2019-06-01,126.3439005697258,2011-06-01,Train vs Synth,Features,Independent
2019-06-02,117.98368040153656,2008-06-05,Train vs Synth,Features,Independent
2019-06-03,114.01046969442464,2018-06-10,Train vs Synth,Features,Independent
2019-06-04,175.03034841275388,2019-06-01,Train vs Synth,Features,Independent
2019-06-05,120.18334123751846,2013-06-20,Train vs Synth,Features,Independent
2019-06-06,137.89242015541214,2014-06-12,Train vs Synth,Features,Independent
2019-06-07,122.63512769513596,2018-06-20,Train vs Synth,Features,Independent
2019-06-08,105.36404050288171,2008-06-05,Train vs Synth,Features,Independent
2019-06-09,145.19130244017458,2011-06-06,Train vs Synth,Features,Independent
2019-06-10,123.61410286271514,2005-06-02,Train vs Synth,Features,Independent
2019-06-11,92.63616440460792,1998-06-13,Train vs Synth,Features,Independent
2019-06-12,140.77083825092535,2008-06-03,Train vs Synth,Features,Independent
2019-06-13,114.81133500858044,2013-06-17,Train vs Synth,Features,Independent
2019-06-14,119.43869449274733,2013-06-16,Train vs Synth,Features,Independent
2019-06-15,160.02796258524404,2014-06-18,Train vs Synth,Features,Independent
2019-06-16,139.29574366898672,2013-06-10,Train vs Synth,Features,Independent
2019-06-17,115.76635135624068,2002-06-15,Train vs Synth,Features,Independent
2019-06-18,104.95306882305502,2002-06-11,Train vs Synth,Features,Independent
2019-06-19,155.0833758763197,2000-06-20,Train vs Synth,Features,Independent
2019-06-20,123.44276608137288,1998-06-12,Train vs Synth,Features,Independent
2019-06-21,148.71298677963696,2008-06-08,Train vs Synth,Features,Independent
2020-06-01,98.3448604231471,2020-06-15,Train vs Synth,Features,Independent
2020-06-02,88.56228035740514,2015-06-20,Train vs Synth,Features,Independent
2020-06-03,113.69521423171291,2015-06-20,Train vs Synth,Features,Independent
2020-06-04,128.08185828110393,2002-06-10,Train vs Synth,Features,Independent
2020-06-05,130.67379677308418,2019-06-17,Train vs Synth,Features,Independent
2020-06-06,107.95151351557436,2013-06-20,Train vs Synth,Features,Independent
2020-06-07,97.3443972517069,2003-06-18,Train vs Synth,Features,Independent
2020-06-08,99.37054559380708,2019-06-02,Train vs Synth,Features,Independent
2020-06-09,228.85006019509444,1999-06-18,Train vs Synth,Features,Independent
2020-06-10,402.11800818990224,2002-06-05,Train vs Synth,Features,Independent
2020-06-11,118.36203105422597,2004-06-04,Train vs Synth,Features,Independent
2020-06-12,115.88909848610196,2011-06-03,Train vs Synth,Features,Independent
2020-06-13,101.34818149162095,2011-06-03,Train vs Synth,Features,Independent
2020-06-14,98.9935421166158,2020-06-15,Train vs Synth,Features,Independent
2020-06-15,90.73429189729809,2020-06-15,Train vs Synth,Features,Independent
2020-06-16,92.86957519572582,2020-06-15,Train vs Synth,Features,Independent
2020-06-17,101.0120265092931,2014-06-19,Train vs Synth,Features,Independent
2020-06-18,103.14711702904911,2019-06-08,Train vs Synth,Features,Independent
2020-06-19,200.52325679255415,1998-06-06,Train vs Synth,Features,Independent
2020-06-20,125.18024948532084,2002-06-01,Train vs Synth,Features,Independent
2020-06-21,132.53705311619973,2019-06-16,Train vs Synth,Features,Independent
1998-06-01,164.64469012127947,2010-06-12,Train vs Synth,Features,Consecutive
1998-06-02,120.48709798723506,2014-06-19,Train vs Synth,Features,Consecutive
1998-06-03,145.98551590295963,2013-06-16,Train vs Synth,Features,Consecutive
1998-06-04,149.13842346084763,2014-06-18,Train vs Synth,Features,Consecutive
1998-06-05,143.4525628694563,2019-06-04,Train vs Synth,Features,Consecutive
1998-06-06,104.34928080735067,2020-06-09,Train vs Synth,Features,Consecutive
1998-06-07,104.91244462032411,2006-06-15,Train vs Synth,Features,Consecutive
1998-06-08,164.09594750962393,2017-06-12,Train vs Synth,Features,Consecutive
1998-06-09,149.85920774219463,2008-06-18,Train vs Synth,Features,Consecutive
1998-06-10,137.13539476604495,2002-06-03,Train vs Synth,Features,Consecutive
1998-06-11,171.07732430837953,2013-06-21,Train vs Synth,Features,Consecutive
1998-06-12,127.18502568215571,2002-06-05,Train vs Synth,Features,Consecutive
1998-06-13,141.53928329425162,2011-06-06,Train vs Synth,Features,Consecutive
1998-06-14,225.64334023511861,2011-06-08,Train vs Synth,Features,Consecutive
1998-06-15,119.87687644626556,2005-06-04,Train vs Synth,Features,Consecutive
1998-06-16,160.9001466941587,2011-06-05,Train vs Synth,Features,Consecutive
1998-06-17,127.6091920118649,2008-06-02,Train vs Synth,Features,Consecutive
1998-06-18,156.54184351624582,2005-06-02,Train vs Synth,Features,Consecutive
1998-06-19,138.07119393597483,2011-06-05,Train vs Synth,Features,Consecutive
1998-06-20,135.8166650512973,2000-06-13,Train vs Synth,Features,Consecutive
1998-06-21,228.18425641026812,2000-06-03,Train vs Synth,Features,Consecutive
1999-06-01,186.41711355948223,2016-06-06,Train vs Synth,Features,Consecutive
1999-06-02,121.29669703074694,1998-06-01,Train vs Synth,Features,Consecutive
1999-06-03,153.21632534040398,2002-06-01,Train vs Synth,Features,Consecutive
1999-06-04,89.38019362810618,2008-06-11,Train vs Synth,Features,Consecutive
1999-06-05,105.99214148602725,2019-06-15,Train vs Synth,Features,Consecutive
1999-06-06,123.463214059545,2015-06-11,Train vs Synth,Features,Consecutive
1999-06-07,122.12119455580735,2002-06-20,Train vs Synth,Features,Consecutive
1999-06-08,89.26432823260977,2006-06-15,Train vs Synth,Features,Consecutive
1999-06-09,126.77787272033777,2006-06-16,Train vs Synth,Features,Consecutive
1999-06-10,190.75978726890818,2014-06-03,Train vs Synth,Features,Consecutive
1999-06-11,134.40016803393226,2003-06-09,Train vs Synth,Features,Consecutive
1999-06-12,130.4054863043533,2002-06-14,Train vs Synth,Features,Consecutive
1999-06-13,107.33500376372002,2020-06-01,Train vs Synth,Features,Consecutive
1999-06-14,102.53733862217985,2016-06-17,Train vs Synth,Features,Consecutive
1999-06-15,100.72007017021957,2017-06-21,Train vs Synth,Features,Consecutive
1999-06-16,97.84828959203293,2016-06-16,Train vs Synth,Features,Consecutive
1999-06-17,109.3887052288622,2017-06-19,Train vs Synth,Features,Consecutive
1999-06-18,99.29463697218468,2017-06-15,Train vs Synth,Features,Consecutive
1999-06-19,136.58244981538178,2018-06-15,Train vs Synth,Features,Consecutive
1999-06-20,97.66593808947941,2020-06-03,Train vs Synth,Features,Consecutive
1999-06-21,95.29773179562136,2005-06-19,Train vs Synth,Features,Consecutive
2000-06-01,114.3487984794013,2010-06-05,Train vs Synth,Features,Consecutive
2000-06-02,144.48402029705898,2006-06-01,Train vs Synth,Features,Consecutive
2000-06-03,116.16588239214218,2010-06-12,Train vs Synth,Features,Consecutive
2000-06-04,108.0047773563609,2020-06-10,Train vs Synth,Features,Consecutive
2000-06-05,133.31352767979976,2014-06-18,Train vs Synth,Features,Consecutive
2000-06-06,106.75176853229256,2007-06-13,Train vs Synth,Features,Consecutive
2000-06-07,74.544409629834135,2000-06-07,Train vs Synth,Features,Consecutive
2000-06-08,80.72650588686665,1998-06-20,Train vs Synth,Features,Consecutive
2000-06-09,89.44303372107905,2017-06-12,Train vs Synth,Features,Consecutive
2000-06-10,115.91669617975225,2012-06-20,Train vs Synth,Features,Consecutive
2000-06-11,118.63829802498816,2001-06-12,Train vs Synth,Features,Consecutive
2000-06-12,124.27187929043508,2014-06-04,Train vs Synth,Features,Consecutive
2000-06-13,140.5479672623375,2019-06-15,Train vs Synth,Features,Consecutive
2000-06-14,216.33266308612215,2020-06-08,Train vs Synth,Features,Consecutive
2000-06-15,128.32112473874872,2017-06-11,Train vs Synth,Features,Consecutive
2000-06-16,196.38845958293257,2016-06-16,Train vs Synth,Features,Consecutive
2000-06-17,136.18135414146403,2004-06-12,Train vs Synth,Features,Consecutive
2000-06-18,117.23462654790207,2020-06-09,Train vs Synth,Features,Consecutive
2000-06-19,100.87274904612454,2014-06-16,Train vs Synth,Features,Consecutive
2000-06-20,110.6383962310305,2007-06-20,Train vs Synth,Features,Consecutive
2000-06-21,232.18679437524446,1998-06-01,Train vs Synth,Features,Consecutive
2001-06-01,133.79332160068165,2011-06-18,Train vs Synth,Features,Consecutive
2001-06-02,174.14981751414862,2016-06-18,Train vs Synth,Features,Consecutive
2001-06-03,172.82523952691545,2018-06-05,Train vs Synth,Features,Consecutive
2001-06-04,125.08897432122508,2015-06-21,Train vs Synth,Features,Consecutive
2001-06-05,118.13557540983548,2017-06-13,Train vs Synth,Features,Consecutive
2001-06-06,96.57908897119738,2001-06-13,Train vs Synth,Features,Consecutive
2001-06-07,94.60952792159233,2012-06-06,Train vs Synth,Features,Consecutive
2001-06-12,90.31993605555294,2007-06-09,Train vs Synth,Features,Consecutive
2001-06-13,144.06655855475316,2012-06-10,Train vs Synth,Features,Consecutive
2001-06-14,189.2915274419154,2011-06-12,Train vs Synth,Features,Consecutive
2001-06-15,167.9694731936679,2015-06-14,Train vs Synth,Features,Consecutive
2001-06-16,85.09913046594133,2007-06-16,Train vs Synth,Features,Consecutive
